property_type,place_with_parent_names,lat-lon,price,currency,surface_covered_in_m2
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.440935,-99.188522",3700000,MXN,60
apartment,|Benito Juárez|Distrito Federal|México|,"19.366738,-99.14554",1214000,MXN,70
apartment,|Coyoacán|Distrito Federal|México|,"19.343558,-99.15189",1282666,MXN,60
apartment,|Azcapotzalco|Distrito Federal|México|,"19.472155,-99.161186",1775000,MXN,65
apartment,|Benito Juárez|Distrito Federal|México|,"19.35782,-99.149406",1295000,MXN,90
apartment,|Azcapotzalco|Distrito Federal|México|,"19.47517,-99.152534",2361198,MXN,63
house,|Benito Juárez|Quintana Roo|México|,"21.082655,-86.857162",6500000,MXN,400
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446829,-99.159454",3095000,MXN,65
apartment,|Tlalpan|Distrito Federal|México|,,1875000,MXN,75
apartment,|Benito Juárez|Quintana Roo|México|,"21.140179,-86.828308",2980000,MXN,170
apartment,|Benito Juárez|Distrito Federal|México|,"19.397523,-99.161493",2323333,MXN,175
house,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",,,0
apartment,|Iztapalapa|Distrito Federal|México|,"19.372248,-99.133377",1074852,MXN,75
house,|Solidaridad|Quintana Roo|México|,"20.6376840173,-87.0701050758",270000,USD,284
house,|Cancún|Benito Juárez|Quintana Roo|México|,,1800000,MXN,
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3499358,-99.2906864",2900000,MXN,78
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.355751,-99.299347",9350000,MXN,442
house,|Villa García|Zacatecas|México|,,970000,MXN,200
house,|Álvaro Obregón|Distrito Federal|México|,"19.3445588,-99.1864442",12870000,MXN,281
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4244082,-99.0633288",615000,MXN,
house,|Benito Juárez|Distrito Federal|México|,"19.391252,-99.168867",4914483,MXN,250
house,|Benito Juárez|Quintana Roo|México|,"21.1588598388,-86.801122427",1800000,USD,556
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.435453,-99.180822",2563333,MXN,166
house,|Álvaro Obregón|Distrito Federal|México|,"19.3433819873,-99.2426288349",7800000,MXN,
apartment,|Miguel Hidalgo|Distrito Federal|México|,,1256606,USD,177
house,|Solidaridad|Quintana Roo|México|,"20.613375,-87.089897",549000,USD,320
apartment,|Benito Juárez|Distrito Federal|México|,"19.403014,-99.158422",3800000,MXN,87
apartment,|Benito Juárez|Distrito Federal|México|,"19.3604024,-99.1497664",1746000,MXN,64
apartment,|Benito Juárez|Distrito Federal|México|,"19.37197,-99.175052",1560000,MXN,60
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.33923,-99.218987",2800000,MXN,83
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.428622,-99.14602",1515000,MXN,125
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443178,-99.20237",3038000,MXN,95
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.385472,-99.256456",4016666,MXN,290
apartment,|Benito Juárez|Distrito Federal|México|,"19.394628,-99.143842",1400000,MXN,74
apartment,|Coyoacán|Distrito Federal|México|,"19.311038,-99.101601",390000,MXN,65
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3470575,-99.2965778",160000000,MXN,350
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",1500000,USD,410
apartment,|Benito Juárez|Distrito Federal|México|,"19.368264,-99.15925",2800000,MXN,87
house,|Gustavo A. Madero|Distrito Federal|México|,"19.493973,-99.130394",10104294,MXN,100
house,|Solidaridad|Quintana Roo|México|,"20.634902703,-87.093088647",4700000,MXN,526
apartment,|Iztapalapa|Distrito Federal|México|,"19.346609,-99.072311",1150000,MXN,65
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3499358,-99.2906864",3100000,MXN,78
apartment,|Miguel Hidalgo|Distrito Federal|México|,,7850000,MXN,206
apartment,|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",950000,MXN,86
apartment,|Benito Juárez|Distrito Federal|México|,"19.377171,-99.188503",1710000,MXN,70
house,|Venustiano Carranza|Distrito Federal|México|,"19.444992,-99.108269",1920000,MXN,312
apartment,|Iztapalapa|Distrito Federal|México|,"19.317698,-99.061256",850000,MXN,50
house,|Coyoacán|Distrito Federal|México|,"19.3471142162,-99.1543257236",4800000,MXN,255
house,|Benito Juárez|Distrito Federal|México|,"19.359983,-99.158066",,,0
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.430132,-99.169144",8350000,MXN,147
apartment,|Benito Juárez|Distrito Federal|México|,,2008500,MXN,65
house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",760000,USD,480
house,|Gustavo A. Madero|Distrito Federal|México|,"19.488564,-99.106194",,,0
house,|Gustavo A. Madero|Distrito Federal|México|,"19.461966,-99.093056",3340000,MXN,432
apartment,|Benito Juárez|Distrito Federal|México|,"19.3977319,-99.1472551",3858835,MXN,
house,|Solidaridad|Quintana Roo|México|,"20.670995,-87.116604",140000,MXN,56
apartment,|Benito Juárez|Distrito Federal|México|,"19.388044,-99.185753",1796930,MXN,116
house,|Iztapalapa|Distrito Federal|México|,"19.362488,-99.108269",2050000,MXN,250
apartment,|Solidaridad|Quintana Roo|México|,,820000,MXN,60
apartment,|Solidaridad|Quintana Roo|México|,"20.6133752,-87.0898943",129000,USD,0
house,|Tlalpan|Distrito Federal|México|,"19.284672,-99.220367",6514520,MXN,988
apartment,|Azcapotzalco|Distrito Federal|México|,"19.473693,-99.164851",829333,MXN,60
apartment,|Benito Juárez|Distrito Federal|México|,"19.364967,-99.1428406",3464920,MXN,100
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.422817,-99.058911",521690,MXN,50
apartment,|Solidaridad|Quintana Roo|México|,"20.6514788249,-87.0468020439",475000,USD,171
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.409759,-99.181234",6554900,MXN,101
house,|Gustavo A. Madero|Distrito Federal|México|,,1000000,MXN,120
house,|Gustavo A. Madero|Distrito Federal|México|,"19.517549,-99.141059",821600,MXN,90
house,|Coyoacán|Distrito Federal|México|,"19.328833,-99.133163",1649914,MXN,160
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.406622,-99.124168",1990000,MXN,88
apartment,|Benito Juárez|Quintana Roo|México|,"21.082655,-86.857162",2365100,MXN,120
house,|Álvaro Obregón|Distrito Federal|México|,"19.341081,-99.207597",2380000,MXN,253
apartment,|Coyoacán|Distrito Federal|México|,"19.323066,-99.1393153",3250000,MXN,74
apartment,|Iztapalapa|Distrito Federal|México|,"19.361993,-99.137782",1030000,MXN,90
apartment,|Miguel Hidalgo|Distrito Federal|México|,,2108620,USD,482
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.538431,-99.143669",624000,MXN,54
apartment,|Iztacalco|Distrito Federal|México|,"19.406489,-99.133375",635728,MXN,75
apartment,|Tláhuac|Distrito Federal|México|,"19.2990233,-99.0436467",1578410,MXN,126
house,|Benito Juárez|Distrito Federal|México|,"19.3779166,-99.1709895",11000000,MXN,325
apartment,|Iztacalco|Distrito Federal|México|,,922096,MXN,66
apartment,|Azcapotzalco|Distrito Federal|México|,"19.476817,-99.188708",462792,MXN,65
house,|Cuauhtémoc|Distrito Federal|México|,"19.436024,-99.15461",,,0
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.335912,-99.199577",7100000,MXN,150
house,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",2000000,USD,800
apartment,|Benito Juárez|Quintana Roo|México|,"21.158964,-86.845937",465900,USD,185
house,|Benito Juárez|Quintana Roo|México|,"21.203037,-86.806343",1850000,MXN,168
house,|Álvaro Obregón|Distrito Federal|México|,"19.318535,-99.264008",1950000,MXN,230
apartment,|Benito Juárez|Distrito Federal|México|,"19.396593,-99.133163",1735000,MXN,102
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.377523,-99.193103",1110000,MXN,55
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.452689,-99.117987",688400,MXN,69
house,|Iztapalapa|Distrito Federal|México|,"19.349662,-99.127676",2046667,MXN,95
house,|La Magdalena Contreras|Distrito Federal|México|,"21.085934,-101.521965",9690000,MXN,321
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.387209,-99.222038",1650000,MXN,105
house,|Solidaridad|Quintana Roo|México|,,850000,USD,403
apartment,|Benito Juárez|Distrito Federal|México|,,2019000,MXN,60
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",2850000,USD,650
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.371342,-99.253616",10159000,MXN,220
apartment,|Solidaridad|Quintana Roo|México|,"20.617682,-87.091516",147000,USD,99
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.457911,-99.144234",1672000,MXN,64
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.44661,-99.160309",1980000,MXN,84
house,|Gustavo A. Madero|Distrito Federal|México|,"19.462761,-99.09292",2380000,MXN,3360
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.417364,-99.159454",3000000,MXN,87
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.455518,-99.123801",1157000,MXN,52
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.461871,-99.129227",1140000,MXN,67
apartment,|Benito Juárez|Distrito Federal|México|,"19.39942,-99.141673",1169691,MXN,80
apartment,|Álvaro Obregón|Distrito Federal|México|,,2587000,MXN,100
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.524143,-99.160149",650000,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.440935,-99.188522",3950000,MXN,60
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.347138,-99.2561697",7759480,MXN,145
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.519199,-99.151759",600000,MXN,53
house,|Iztapalapa|Distrito Federal|México|,"19.321668,-99.096987",2135000,MXN,160
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.463026,-99.125833",2500000,MXN,208
apartment,|Benito Juárez|Quintana Roo|México|,"21.1121476062,-86.7676243186",399000,USD,154
house,|Benito Juárez|Quintana Roo|México|,"21.1347621,-86.7461357",750000,USD,300
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443903,-99.171681",995333,MXN,80
apartment,|Iztacalco|Distrito Federal|México|,"19.392349,-99.07093",1100000,MXN,75
apartment,|Tulum|Quintana Roo|México|,"20.2112148,-87.462213",221208,USD,100
house,|Tlalpan|Distrito Federal|México|,"19.293303,-99.147603",6500000,MXN,269
house,|Miguel Hidalgo|Distrito Federal|México|,"19.40579,-99.198906",,,0
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,1808113,MXN,
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.417364,-99.159454",6000000,MXN,107
house,|Miguel Hidalgo|Distrito Federal|México|,"19.411472,-99.188522",,,0
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.445743,-99.174986",722986,MXN,55
house,|Álvaro Obregón|Distrito Federal|México|,,1303560,MXN,595
apartment,|Miguel Hidalgo|Distrito Federal|México|,,650000,USD,230
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446873,-99.158503",1023600,MXN,80
house,|Tlalpan|Distrito Federal|México|,"19.296384,-99.140419",5750000,MXN,350
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.494455,-99.127874",2995000,MXN,130
apartment,|Iztacalco|Distrito Federal|México|,"19.400349,-99.095037",1500000,MXN,96
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.331932,-99.246689",3200000,MXN,53
store,|Solidaridad|Quintana Roo|México|,"20.6147810662,-87.0929412894",140000,USD,36
house,|Iztapalapa|Distrito Federal|México|,,722500,MXN,90
house,|Benito Juárez|Distrito Federal|México|,"19.358078,-99.151119",2114667,MXN,120
apartment,|Benito Juárez|Quintana Roo|México|,"21.143781,-86.827097",2100000,MXN,172
house,|Álvaro Obregón|Distrito Federal|México|,"19.342257,-99.219357",1648706,MXN,120
house,|Miguel Hidalgo|Distrito Federal|México|,"19.401079,-99.24807",1150000,USD,450
apartment,|Benito Juárez|Distrito Federal|México|,"19.392425,-99.140582",1800000,MXN,65
apartment,|Benito Juárez|Quintana Roo|México|,"21.21578,-86.803391",396000,USD,238
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",1850000,MXN,0
house,|Tulum|Quintana Roo|México|,,335000,USD,120
house,|Benito Juárez|Quintana Roo|México|,"21.139732,-86.892083",805000,MXN,80
apartment,|Tlalpan|Distrito Federal|México|,"19.2963742,-99.1186279",1250000,MXN,85
house,|Tlalpan|Distrito Federal|México|,"19.2781744,-99.1424947",4250000,MXN,206
apartment,|Iztapalapa|Distrito Federal|México|,"19.359759,-99.08807",499000,MXN,47
apartment,|Benito Juárez|Quintana Roo|México|,"21.137203,-86.768631",230000,USD,134
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.390062,-99.192293",1800000,MXN,64
house,|Iztacalco|Distrito Federal|México|,"19.399295,-99.115256",5300000,MXN,333
apartment,|Benito Juárez|Distrito Federal|México|,"19.386385,-99.142736",838522,MXN,60
apartment,|Coyoacán|Distrito Federal|México|,"19.305561,-99.171219",3188000,MXN,83
apartment,|Benito Juárez|Distrito Federal|México|,,4816000,MXN,
house,|Gustavo A. Madero|Distrito Federal|México|,,2140000,MXN,250
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.404661,-99.133858",1500000,MXN,50
house,|Benito Juárez|Quintana Roo|México|,"21.1136543,-86.8414847",3555000,MXN,236
apartment,|Benito Juárez|Quintana Roo|México|,,780000,USD,232
apartment,|Iztacalco|Distrito Federal|México|,"19.410307,-99.065399",820000,MXN,50
apartment,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",2898656,MXN,62
apartment,|Coyoacán|Distrito Federal|México|,"19.328833,-99.133163",2025000,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.457982,-99.19269",846000,MXN,85
house,|Benito Juárez|Quintana Roo|México|,,2590000,MXN,200
apartment,|Iztapalapa|Distrito Federal|México|,"19.3481352,-99.0802278",391500,MXN,47
house,|Benito Juárez|Quintana Roo|México|,"21.158964,-86.845937",950000,USD,220
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.417364,-99.159454",2000000,MXN,120
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.410553,-99.133858",1245563,MXN,42
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.443592,-99.121407",898691,MXN,43
house,|Benito Juárez|Quintana Roo|México|,,1995000,MXN,214
apartment,|Benito Juárez|Distrito Federal|México|,"19.391579,-99.182986",847778,MXN,80
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.452473,-99.168346",1113600,MXN,60
apartment,|Benito Juárez|Quintana Roo|México|,"21.145968,-86.861373",448000,MXN,80
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.35631752,-99.28826141",4050000,MXN,96
apartment,|Benito Juárez|Distrito Federal|México|,"19.395268,-99.175265",6250000,MXN,100
apartment,|Benito Juárez|Distrito Federal|México|,"19.391819,-99.188639",2469518,MXN,75
apartment,|Benito Juárez|Distrito Federal|México|,"19.396504,-99.174624",2600000,MXN,100
apartment,|Cancún|Benito Juárez|Quintana Roo|México|,"21.136105,-86.84683",677500,MXN,68
apartment,|Gustavo A. Madero|Distrito Federal|México|,,496000,MXN,50
apartment,|Benito Juárez|Distrito Federal|México|,"19.381729,-99.164986",3400000,MXN,110
apartment,|Benito Juárez|Quintana Roo|México|,"21.1108092328,-86.854012236",5545250,MXN,331
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",4950000,USD,850
house,|Iztacalco|Distrito Federal|México|,,4550000,MXN,552
house,|Tlalpan|Distrito Federal|México|,"19.300714,-99.12215",2860000,MXN,260
apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",2100000,MXN,170
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.387209,-99.222038",1858000,MXN,70
apartment,|Benito Juárez|Distrito Federal|México|,"19.390748,-99.158695",2500000,MXN,120
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.448187,-99.161176",645000,MXN,80
house,|Benito Juárez|Distrito Federal|México|,"19.380747,-99.155304",4991000,MXN,175
apartment,|Benito Juárez|Distrito Federal|México|,"19.396705,-99.181902",1646500,MXN,74
house,|Benito Juárez|Quintana Roo|México|,,960000,MXN,200
house,|Tlalpan|Distrito Federal|México|,"19.278061,-99.146996",8300000,MXN,350
house,|Benito Juárez|Quintana Roo|México|,"21.1347621,-86.7461357",1710000,USD,394
apartment,|Iztapalapa|Distrito Federal|México|,"19.379802,-99.111326",599500,MXN,70
house,|Coyoacán|Distrito Federal|México|,"19.323772,-99.116562",955867,MXN,70
apartment,|Solidaridad|Quintana Roo|México|,,196800,USD,58
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.501818,-99.116044",665840,MXN,60
house,|La Magdalena Contreras|Distrito Federal|México|,"19.317653,-99.236291",3350000,MXN,350
house,|Tlalpan|Distrito Federal|México|,"19.267261,-99.146568",28000000,MXN,660
house,|Coyoacán|Distrito Federal|México|,"19.358008,-99.127094",1922000,MXN,200
apartment,|Azcapotzalco|Distrito Federal|México|,"19.48131,-99.1972277",1663000,MXN,
house,|Iztapalapa|Distrito Federal|México|,"19.317675,-99.09318",3500000,MXN,229
house,|Benito Juárez|Quintana Roo|México|,"21.1126908709,-86.7653115839",690000,USD,350
apartment,|Coyoacán|Distrito Federal|México|,"19.322523,-99.141464",2850000,MXN,78
apartment,|Benito Juárez|Distrito Federal|México|,"19.370042,-99.191442",2380000,MXN,80
house,|Coyoacán|Distrito Federal|México|,,2800000,MXN,300
house,|Tláhuac|Distrito Federal|México|,"19.296993,-98.995972",2600000,MXN,450
house,|Benito Juárez|Quintana Roo|México|,"21.1758219963,-86.8605192751",1250000,MXN,221
apartment,|Álvaro Obregón|Distrito Federal|México|,,1766520,MXN,90
house,|Coyoacán|Distrito Federal|México|,"19.34189,-99.166374",27000000,MXN,830
apartment,|Benito Juárez|Distrito Federal|México|,"19.3653,-99.148217",1210000,MXN,67
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386852,-99.194748",689000,MXN,60
house,|Iztapalapa|Distrito Federal|México|,"19.3398827,-99.0236366",2400000,MXN,
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4278087,-99.1871851",1800000,USD,363
house,|Gustavo A. Madero|Distrito Federal|México|,,2500000,MXN,291
house,|Tlalpan|Distrito Federal|México|,"19.281164,-99.20237",4700000,MXN,329
apartment,|Benito Juárez|Distrito Federal|México|,"19.391557,-99.180725",1000000,MXN,96
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386852,-99.194748",1260000,MXN,58
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.382986,-99.241837",5980000,MXN,144
apartment,|Iztapalapa|Distrito Federal|México|,,719499,MXN,74
apartment,|Benito Juárez|Distrito Federal|México|,"19.383078,-99.185903",1361804,MXN,60
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386852,-99.194748",1620000,MXN,58
apartment,|Benito Juárez|Distrito Federal|México|,"19.364891,-99.148384",2008500,MXN,65
apartment,|Benito Juárez|Distrito Federal|México|,"19.36269,-99.150565",1260000,MXN,65
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.385027,-99.223488",640000,MXN,80
