TYPE,PRICE,BEDS,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Townhouse for sale,1775000,6,4900,"642 W 207th St, New York, NY 10034, USA",40.8685757,-73.9220436
Townhouse for sale,3850000,4,2160,"420 E 84th St, New York, NY 10028, USA",40.7750748,-73.9496097
Condo for sale,4500000,5,3180,"377 Rector Pl, New York, NY 10280, USA",40.709894,-74.017865
House for sale,465000,2,988,"659 Wilcox Ave, Bronx, NY 10465, USA",40.8285177,-73.8155198
Contingent,869900,4,2280,"25 Copley St, Staten Island, NY 10314, USA",40.5873346,-74.1553517
Multi-family home for sale,699000,3,2034,"2728 Hone Ave, Bronx, NY 10469, USA",40.8665092,-73.8574012
House for sale,799000,3,864,"310 Montreal Ave, Staten Island, NY 10306, USA",40.5593089,-74.1264964
Condo for sale,290000,1,2184.207862,"65-50 Wetherole St, Flushing, NY 11374, USA",40.7255887,-73.8589005
House for sale,575000,5,2076,"627 E 236th St, Bronx, NY 10466, USA",40.8965002,-73.8585406
Condo for sale,290000,1,2184.207862,"65-50 Wetherole St, Flushing, NY 11374, USA",40.7255887,-73.8589005
Pending,500000,5,2472,"1158 54th St, Brooklyn, NY 11219, USA",40.6339137,-73.9982004
House for sale,2750000,3,4600,"2317 E 63rd St, Brooklyn, NY 11234, USA",40.6126355,-73.909459
Condo for sale,495000,2,766,"69 Bennett Ave Apt 509, New York, NY 10033, USA",40.8525968,-73.9352912
Multi-family home for sale,1199000,4,2279,"158 Cloverdale Ave, Staten Island, NY 10308, USA",40.545515,-74.156447
Co-op for sale,605000,3,1500,"2575 Palisade Ave #1l, Bronx, NY 10463, USA",40.8818819,-73.921791
Co-op for sale,550000,2,2184.207862,"611 41st St, Brooklyn, NY 11232, USA",40.6487997,-74.0024232
House for sale,768000,3,1065,"32-50 204th St, Flushing, NY 11361, USA",40.7693375,-73.7854318
Condo for sale,2099000,3,1711,"100 Jay St #16a, Brooklyn, NY 11201, USA",40.7019735,-73.9869044
Co-op for sale,575000,3,1480,"3903 Nostrand Ave. #5p, Brooklyn, NY 11235, USA",40.5886056,-73.9394034
House for sale,639000,3,1224,"2919 Greene Pl, Bronx, NY 10465, USA",40.832149,-73.8265941
Co-op for sale,525000,3,2184.207862,"180 West End Ave #19b, New York, NY 10023, USA",40.7774246,-73.98562
House for sale,850000,3,2160,"167 Mills Ave, Staten Island, NY 10305, USA",40.5931048,-74.0663488
Multi-family home for sale,674999,5,2600,"1463 Longfellow Ave, Bronx, NY 10460, USA",40.8315561,-73.8872273
Condo for sale,345000,1,2184.207862,"172-31 Highland Ave #2a, Jamaica, NY 11432, USA",40.7135571,-73.7901901
Multi-family home for sale,788888,5,3443,"1125 E 57th St, Brooklyn, NY 11234, USA",40.6255174,-73.9205183
Co-op for sale,379000,2,1160,"3215 Avenue H #3p, Brooklyn, NY 11210, USA",40.6320616,-73.9452586
Pending,1495000,1,814,"9 Dekalb Ave #55, Brooklyn, NY 11201, USA",40.6903851,-73.9825343
Pending,2288000,4,1788,"1024 82nd St, Brooklyn, NY 11228, USA",40.6197363,-74.0177331
Multi-family home for sale,699000,4,2184.207862,"85-30 101st St, Jamaica, NY 11418, USA",40.6963847,-73.8472713
Co-op for sale,250000,1,900,"3017 Riverdale Ave #1f, Bronx, NY 10463, USA",40.880985,-73.9102329
House for sale,1120000,3,2184.207862,"263-07 57th Ave., Flushing, NY 11362, USA",40.7639092,-73.7205952
Townhouse for sale,25000000,7,20000,"11 Hubert St, New York, NY 10013, USA",40.7213288,-74.0092558
House for sale,858000,2,2184.207862,"52-37 84th St, Elmhurst, NY 11373, USA",40.7329998,-73.8824499
Co-op for sale,1275000,1,1000,"521 W 47th St #2b, New York, NY 10036, USA",40.7635661,-73.9941366
House for sale,1070000,4,2192,"146 Major Ave, Staten Island, NY 10305, USA",40.5991039,-74.067279
Townhouse for sale,4800000,10,5353,"407 3rd St., Brooklyn, NY 11215, USA",40.6722614,-73.9816141
Townhouse for sale,14600000,6,6630,"122 W 73rd St, New York, NY 10023, USA",40.7782059,-73.9790314
Co-op for sale,895000,2,2184.207862,"202 W 78th St #2a, New York, NY 10024, USA",40.7824047,-73.979261
House for sale,1250000,6,2400,"1316 Kearney Ave, Bronx, NY 10465, USA",40.8392843,-73.8243081
Multi-family home for sale,1788000,6,2184.207862,"136-8 Elder Ave, Flushing, NY 11355, USA",40.7494508,-73.8284569
Multi-family home for sale,799000,4,1344,"8519 Glenwood Rd, Brooklyn, NY 11236, USA",40.6398093,-73.9109383
House for sale,879000,3,2184.207862,"66-18 Gray St, Flushing, NY 11379, USA",40.714999,-73.878128
Multi-family home for sale,963000,4,2400,"3 Craig Ave, Staten Island, NY 10307, USA",40.5168606,-74.2375349
Multi-family home for sale,998000,11,2184.207862,"3724 Flatlands Ave, Brooklyn, NY 11234, USA",40.6186409,-73.9389327
Co-op for sale,950000,2,1000,"140 West End Ave #7b, New York, NY 10023, USA",40.7759205,-73.9861034
Condo for sale,410000,2,2184.207862,"85 Elmwood Park Dr APT 60, Staten Island, NY 10314, USA",40.5800127,-74.1614787
Co-op for sale,269000,1,900,"17040 Highland Ave Apt 404, Jamaica, NY 11432, USA",40.7125699,-73.79318
House for sale,8500000,7,7000,"19 Vestry St, New York, NY 10013, USA",40.7223906,-74.0075502
Multi-family home for sale,1195000,11,2184.207862,"2312 Beaumont Ave, Bronx, NY 10458, USA",40.8526383,-73.8850533
Co-op for sale,550000,2,1069,"4 Dartmouth St Apt 71, Forest Hills, NY 11375, USA",40.7192373,-73.846265
Multi-family home for sale,2800000,16,10720,"1570 66th St, Brooklyn, NY 11219, USA",40.6215159,-73.9961566
Multi-family home for sale,940000,9,2184.207862,"146-13 105th Ave, Jamaica, NY 11435, USA",40.6946299,-73.8051802
House for sale,865000,3,2184.207862,"50-39 61st St, Flushing, NY 11377, USA",40.7359218,-73.9035224
Condo for sale,7995000,3,4412,"45 E 30th St, New York, NY 10016, USA",40.7449246,-73.9836051
House for sale,690000,3,1284,"112 Pearsall St, Staten Island, NY 10305, USA",40.5884822,-74.0735337
Co-op for sale,330000,3,2184.207862,"83-20 98th St #1a, Woodhaven, NY 11421, USA",40.6994276,-73.8518226
Townhouse for sale,8750000,7,5000,"241 West 4th Street, New York, NY 10014, USA",40.7345979,-74.0029107
Co-op for sale,619000,2,1200,"200 Corbin Pl #5n, Brooklyn, NY 11235, USA",40.5768871,-73.9542132
House for sale,899000,3,1050,"159 Lander Ave, Staten Island, NY 10314, USA",40.6141485,-74.1643422
House for sale,1175000,2,1144,"4 78th St, Brooklyn, NY 11209, USA",40.6314389,-74.0378384
Multi-family home for sale,2999000,8,6000,"7923 12th Ave, Brooklyn, NY 11228, USA",40.618804,-74.012196
Condo for sale,1395000,2,1793,"253 W 73rd St #4f, New York, NY 10023, USA",40.780245,-73.9827963
Co-op for sale,800000,2,2184.207862,"3442 80th St Apt 32, Jackson Heights, NY 11372, USA",40.7535399,-73.8868899
Co-op for sale,499000,2,686,"430 W 46th St #5a, New York, NY 10036, USA",40.7615546,-73.9923686
House for sale,1625000,4,2743,"269 W 87th St #7a, New York, NY 10024, USA",40.7895034,-73.9769713
House for sale,799999,3,1444,"106-10 217th St, Jamaica, NY 11429, USA",40.7110987,-73.741186
House for sale,1139000,4,3150,"950 Huguenot Ave, Staten Island, NY 10312, USA",40.5308796,-74.1913113
House for sale,529000,3,1650,"401 Harding Park, Bronx, NY 10473, USA",40.8061399,-73.8579944
Co-op for sale,300000,3,1200,"2741 E 28th St #4d, Brooklyn, NY 11235, USA",40.5862693,-73.9407123
House for sale,799000,5,1802,"8648 26th Ave, Brooklyn, NY 11214, USA",40.5957485,-73.9862201
Multi-family home for sale,869000,6,1526,"1032 Rhinelander Ave, Bronx, NY 10461, USA",40.8505252,-73.856443
House for sale,749000,3,1480,"1238 Pinchot Pl, Bronx, NY 10461, USA",40.8534458,-73.8484651
Co-op for sale,240900,2,875,"2390 Palisade Ave #4c, Bronx, NY 10463, USA",40.8797408,-73.9204193
House for sale,1295000,3,2184.207862,"47-17 39th Ave, Long Island City, NY 11104, USA",40.7493551,-73.9158547
Pending,3850000,8,6200,"1121 E 22nd St, Brooklyn, NY 11210, USA",40.62481,-73.9539607
House for sale,549000,5,1716,"921 Nugent Ave, Staten Island, NY 10306, USA",40.5721728,-74.0972787
Co-op for sale,129000,1,750,"4315 Webster Ave #3j, Bronx, NY 10470, USA",40.8995193,-73.8623678
House for sale,475000,3,900,"131 Roff St, Staten Island, NY 10304, USA",40.6158816,-74.0822185
Multi-family home for sale,980000,4,1408,"1957 Ryder St, Brooklyn, NY 11234, USA",40.611841,-73.92961
Multi-family home for sale,1199000,4,1824,"1511 85th St, Brooklyn, NY 11228, USA",40.6119254,-74.0084031
Townhouse for sale,1299999,5,3134,"6414 Beach Front Rd, Far Rockaway, NY 11692, USA",40.5883339,-73.7934039
Co-op for sale,265000,2,1100,"1750 E 14th St Apt 4e, Brooklyn, NY 11229, USA",40.6068092,-73.9590334
Co-op for sale,262500,1,2184.207862,"750 Kappock St Apt 502, Bronx, NY 10463, USA",40.8819467,-73.9200169
House for sale,2699000,7,11250,"100 Wadsworth Rd, Staten Island, NY 10305, USA",40.6087694,-74.0597773
House for sale,1200000,4,3300,"2217 Gunther Ave, Bronx, NY 10469, USA",40.8580056,-73.8365535
Co-op for sale,850000,1,2184.207862,"32 Downing St #2b, New York, NY 10014, USA",40.729293,-74.003447
House for sale,2699000,7,11250,"100 Wadsworth Rd, Staten Island, NY 10305, USA",40.6087694,-74.0597773
House for sale,989000,6,2720,"153 Johnson Ave, Staten Island, NY 10307, USA",40.5119454,-74.2470716
House for sale,1200000,4,3300,"2217 Gunther Ave, Bronx, NY 10469, USA",40.8580056,-73.8365535
Multi-family home for sale,899999,5,1800,"263 W 254th St, Bronx, NY 10471, USA",40.9016185,-73.8999396
House for sale,2780000,5,3045,"150-32 Sullivan Dr, Whitestone, NY 11357, USA",40.7967438,-73.8160751
Co-op for sale,999000,2,1050,"215 W 92nd St #5b, New York, NY 10025, USA",40.7921116,-73.9731768
Multi-family home for sale,699000,6,2184.207862,"1441 Troy Ave, Brooklyn, NY 11203, USA",40.6373525,-73.9344092
Condo for sale,60000,3,445,"2 E 55th St 809 35, New York, NY 10022, USA",40.7613979,-73.9746128
House for sale,499999,4,1248,"44 Montell St, Staten Island, NY 10302, USA",40.6289462,-74.1388487
House for sale,599999,3,1272,"67 Reynolds St, Staten Island, NY 10305, USA",40.6111849,-74.0753235
House for sale,725000,4,2000,"328 Manor Rd, Staten Island, NY 10314, USA",40.6199521,-74.1237895
House for sale,998888,3,1780,"9954 Fort Hamilton Pkwy, Brooklyn, NY 11209, USA",40.6117545,-74.0323281
Multi-family home for sale,980000,3,2700,"1 Opal Ct, Brooklyn, NY 11229, USA",40.586018,-73.9252126
House for sale,800000,3,2184.207862,"69-10 Penelope Ave, Flushing, NY 11379, USA",40.71593,-73.8858453
House for sale,1299000,3,4450,"610 City Island Ave, Bronx, NY 10464, USA",40.854862,-73.7906694
House for sale,799000,3,1128,"1557 E 34th St, Brooklyn, NY 11234, USA",40.6169213,-73.9415274
House for sale,995000,3,3080,"1870 Haight Ave, Bronx, NY 10461, USA",40.8513854,-73.854324
House for sale,1250000,5,2295,"1923 66th St, Brooklyn, NY 11204, USA",40.617019,-73.9878352
Multi-family home for sale,1275000,3,2184.207862,"43-2 Orient Ave, Douglaston, NY 11363, USA",40.7675169,-73.7439734
Multi-family home for sale,749999,6,3150,"1817 Amethyst St, Bronx, NY 10462, USA",40.8453955,-73.868163
Townhouse for sale,2650000,5,4100,"259 New York Ave, Brooklyn, NY 11216, USA",40.6711016,-73.9473427
Co-op for sale,999000,2,2184.207862,"139 W 85th St Apartment 3, New York, NY 10024, USA",40.7866659,-73.974142
Co-op for sale,279000,2,2184.207862,"8470 129th St Apt 1h, Kew Gardens, NY 11415, USA",40.7069299,-73.82404
Condo for sale,479000,2,1008,"57 Stone Ln #2, Staten Island, NY 10314, USA",40.5782884,-74.1583011
Co-op for sale,2300000,2,1600,"242 E 7th St, New York, NY 10009, USA",40.7236159,-73.9781735
Pending,294000,1,1074,"26910 Grand Central Pkwy #15a, Queens, NY 11005, USA",40.7577991,-73.7159564
Multi-family home for sale,1390000,6,2245,"104-30 219th St, Jamaica, NY 11429, USA",40.7111134,-73.7361784
Co-op for sale,450000,3,1026,"97-10 62nd Dr #8e, Rego Park, NY 11374, USA",40.7323502,-73.8611654
Co-op for sale,999000,3,2184.207862,"203 W 102nd St #1f, New York, NY 10025, USA",40.7982086,-73.9680164
House for sale,1999000,4,3420,"221 Benedict Rd, Staten Island, NY 10304, USA",40.5939144,-74.1059876
Mobile house for sale,1288000,6,2184.207862,"31-50 Buell St, Flushing, NY 11369, USA",40.760908,-73.861558
Multi-family home for sale,639888,5,1376,"226 Dover Green, Staten Island, NY 10312, USA",40.5564024,-74.1975285
House for sale,569900,4,2180,"69 Sherman Ave, Staten Island, NY 10301, USA",40.6395577,-74.0807615
House for sale,1630000,7,2184.207862,"47-34 Glenwood St, Flushing, NY 11362, USA",40.7704732,-73.7318799
Multi-family home for sale,689888,3,1300,"114-31 120th St, Jamaica, NY 11420, USA",40.6780811,-73.8188973
Co-op for sale,378000,2,2184.207862,"15010 Melbourne Ave # 368b, Flushing, NY 11367, USA",40.7341999,-73.81974
Townhouse for sale,23900000,6,7110,"248 W 71st St, New York, NY 10023, USA",40.7785441,-73.9840907
Co-op for sale,149000,1,2184.207862,"11250 Northern Blvd Apt 1f, Corona, NY 11368, USA",40.7581299,-73.8569399
House for sale,589000,4,1320,"92 Arlington Pl, Staten Island, NY 10303, USA",40.63567,-74.166895
Pending,958000,3,2259,"50 Tyndale St, Staten Island, NY 10312, USA",40.5292852,-74.1685622
Co-op for sale,195000,1,2184.207862,"44-20 Douglaston Pkwy #2a, Flushing, NY 11363, USA",40.7659255,-73.7453922
House for sale,299000,1,608,"51 Seafoam St, Staten Island, NY 10306, USA",40.5638362,-74.0989788
House for sale,1750000,4,3645,"2-11 147th St, Flushing, NY 11357, USA",40.7968959,-73.822999
Townhouse for sale,815000,3,2184.207862,"62-14 80th St, Flushing, NY 11379, USA",40.722658,-73.877617
Multi-family home for sale,989000,5,2184.207862,"34-21 83rd St, Flushing, NY 11372, USA",40.7531679,-73.8836878
Condo for sale,1075000,2,2184.207862,"357 W 30th St, New York, NY 10001, USA",40.7507895,-73.9974127
House for sale,879000,2,1000,"1175 York Ave #7b, New York, NY 10065, USA",40.7615369,-73.9579786
Co-op for sale,999995,2,2184.207862,"126 E 12th St #6a, New York, NY 10003, USA",40.7321997,-73.9888999
Co-op for sale,430000,2,1200,"2727 Palisade Ave #5b, Bronx, NY 10463, USA",40.8830657,-73.9206428
Co-op for sale,445000,3,2184.207862,"138-10 Franklin Ave #1g, Flushing, NY 11355, USA",40.7547252,-73.8255572
House for sale,999000,3,1900,"1123 Bay Ridge Pkwy, Brooklyn, NY 11228, USA",40.6228038,-74.0109676
House for sale,2299000,6,2184.207862,"99-07 70th Ave, Flushing, NY 11375, USA",40.7171982,-73.8496941
House for sale,1225000,4,1960,"36-19 217th St, Flushing, NY 11361, USA",40.7684802,-73.7666662
House for sale,849000,3,2184.207862,"85-05 Eliot Ave, Flushing, NY 11374, USA",40.7282284,-73.8732527
House for sale,1350000,4,1760,"75-57 186th St, Flushing, NY 11366, USA",40.7293576,-73.7830175
House for sale,1600000,4,3150,"780 Ionia Ave, Staten Island, NY 10312, USA",40.5364873,-74.1987178
Condo for sale,600000,3,441,"1 Central Park W #612, New York, NY 10023, USA",40.7691094,-73.98162
Co-op for sale,435000,3,2184.207862,"269 W 72nd St #12d, New York, NY 10023, USA",40.7799639,-73.9841598
Pending,4999999,4,4342,"8002 Harbor View Terrace, Brooklyn, NY 11209, USA",40.6301693,-74.0384351
Pending,800000,3,2184.207862,"1433 E 105th St, Brooklyn, NY 11236, USA",40.6388264,-73.8846089
Co-op for sale,329000,1,750,"302 96th St #4l, Brooklyn, NY 11209, USA",40.61593,-74.0335829
Townhouse for sale,10975000,3,2184.207862,"12 College Pl, Brooklyn, NY 11201, USA",40.6963652,-73.9941542
House for sale,599000,4,2184.207862,"106-09 169th St, Jamaica, NY 11433, USA",40.7003331,-73.7875164
House for sale,699999,4,2184.207862,"18 Pine St, Brooklyn, NY 11208, USA",40.6862137,-73.8740777
Pending,539000,1,725,"207-7 Estates Dr #1, Bayside, NY 11360, USA",40.7865988,-73.7862803
Co-op for sale,370000,3,2184.207862,"35 E 30th St #6d, New York, NY 10016, USA",40.7450423,-73.9839731
Townhouse for sale,1499000,9,2184.207862,"2619 Shore Pkwy, Brooklyn, NY 11223, USA",40.583514,-73.9738903
Co-op for sale,299000,1,2184.207862,"318 W 36th St. #3a, New York, NY 10018, USA",40.7538054,-73.9935323
House for sale,2400000,5,3800,"57 Mace St, Staten Island, NY 10306, USA",40.5752476,-74.1304878
Condo for sale,275000,1,850,"3202 Nostrand Ave. #6e, Brooklyn, NY 11229, USA",40.6056272,-73.943238
Co-op for sale,1395000,3,1750,"789 West End Ave #1a2, New York, NY 10025, USA",40.7971343,-73.9722076
Condo for sale,568000,2,550,"1759 Bay Ridge Pkwy #3e, Brooklyn, NY 11204, USA",40.6141211,-73.9966616
Multi-family home for sale,1049000,3,2184.207862,"20-46 41st St, Astoria, NY 11105, USA",40.7751162,-73.902397
Condo for sale,568000,2,550,"1759 Bay Ridge Pkwy #3e, Brooklyn, NY 11204, USA",40.6141211,-73.9966616
Multi-family home for sale,1049000,3,2184.207862,"20-46 41st St, Astoria, NY 11105, USA",40.7751162,-73.902397
House for sale,899000,4,1200,"22-15 Whitestone Expy, Whitestone, NY 11357, USA",40.7791608,-73.8257555
Co-op for sale,495000,1,2184.207862,"257 W 86th St #8c, New York, NY 10024, USA",40.7885633,-73.9767931
House for sale,535000,3,1328,"1303 College Ave, Bronx, NY 10456, USA",40.8355073,-73.9119966
House for sale,799999,3,1596,"364 Mosely Ave, Staten Island, NY 10312, USA",40.5419604,-74.1682869
Condo for sale,1989000,2,1274,"406 W 45th St #3d, New York, NY 10036, USA",40.7603978,-73.9919328
House for sale,699000,6,2223,"873 Fox St, Bronx, NY 10459, USA",40.818678,-73.8954715
Co-op for sale,369000,1,900,"2400 Johnson Ave #9c, Bronx, NY 10463, USA",40.8763984,-73.9184692
House for sale,599000,4,2100,"22-63 Nameoke Ave, Far Rockaway, NY 11691, USA",40.6083635,-73.7565424
Co-op for sale,169000,1,680,"2821 Kings Hwy Apt 1n, Brooklyn, NY 11229, USA",40.6150193,-73.9464928
House for sale,749000,3,1600,"1243 Rhinelander Ave, Bronx, NY 10461, USA",40.8544909,-73.8490394
House for sale,1099000,5,3500,"310 Jefferson Blvd, Staten Island, NY 10312, USA",40.5457789,-74.1847061
Townhouse for sale,475000,2,1364,"266 Corona Ave, Staten Island, NY 10306, USA",40.5634891,-74.1422664
Co-op for sale,124900,1,676,"3535 Kings College Pl #3e, Bronx, NY 10467, USA",40.880833,-73.8758596
Contingent,619000,3,1943,"170 Russek Dr, Staten Island, NY 10312, USA",40.5478529,-74.1993422
Contingent,599000,3,1008,"14 Cascade St, Staten Island, NY 10306, USA",40.5819307,-74.1025463
Contingent,689900,3,1486,"72 Campus Rd, Staten Island, NY 10301, USA",40.6126021,-74.0930021
House for sale,5900000,7,10100,"5020 Grosvenor Ave, Bronx, NY 10471, USA",40.897896,-73.903306
Condo for sale,249000,2,815,"1718 Purdy St, Bronx, NY 10462, USA",40.840962,-73.854142
Condo for sale,509000,3,2184.207862,"91-10 34th Ave #5j, Jackson Heights, NY 11372, USA",40.7544029,-73.876343
Townhouse for sale,549000,3,1150,"51 Forest Ln, Staten Island, NY 10307, USA",40.5032035,-74.2388518
Townhouse for sale,2995000,4,2184.207862,"221 MacDonough St, Brooklyn, NY 11233, USA",40.6819529,-73.9373297
Multi-family home for sale,1999000,6,3850,"6140 Delafield Ave, Bronx, NY 10471, USA",40.9110703,-73.9017893
Multi-family home for sale,350000,3,2184.207862,"450 Cyrus Pl, Bronx, NY 10458, USA",40.8585142,-73.8918995
Co-op for sale,269000,1,2184.207862,"21-57 33rd St #5e, Astoria, NY 11105, USA",40.7759232,-73.9087334
House for sale,7500000,6,2184.207862,"5000 Iselin Ave, Bronx, NY 10471, USA",40.8982423,-73.904797
Townhouse for sale,9950000,10,2184.207862,"22 E 93rd St, New York, NY 10128, USA",40.7852855,-73.9560385
Condo for sale,2200000,3,1779,"530 E 76th St #27c, New York, NY 10021, USA",40.7685084,-73.9499965
House for sale,479000,4,1800,"140-27 183rd St, Jamaica, NY 11413, USA",40.6714818,-73.7606794
Co-op for sale,60000000,8,2184.207862,"960 5th Ave #12, New York, NY 10075, USA",40.7756423,-73.9642465
Co-op for sale,329000,1,2184.207862,"6 Burns St Apt 111, Forest Hills, NY 11375, USA",40.7193051,-73.8453248
Pending,1500000,5,4384,"815 Riverside Dr, New York, NY 10032, USA",40.8354875,-73.9459545
Multi-family home for sale,560000,3,2184.207862,"819 E 22nd St, Brooklyn, NY 11210, USA",40.632221,-73.955309
Townhouse for sale,588000,4,2160,"2546 Bailey Ave #2f, Bronx, NY 10463, USA",40.8678944,-73.9078533
